999484066564,35215346799504
1044549409024,35215465484644
1044549409024,35215584169984
1042077555684,35215702855524
1042077555684,35214634692864
1042342986304,35214516009124
1042077555684,35214397325584
1042077555684,35213329182724
999924001444,35213447864464
999924001444,35213566546404
999924001444,35213685228544
1041975475984,35213803910884
999924001444,35213922593424
736819657924,35214041276164
736819657924,35214159959104
999764013924,35214278642244
188661659904,35218076608324
1042077555684,35217957918784
1044549409024,35217839229444
1042077555684,35217720540304
1041893815824,35217601851364
188661659904,35218195298064
1044549409024,35218313988004
1044549409024,35218432678144
1044549409024,35218551368484
1044549409024,35218670059024
1044549409024,35218788749764
1044549409024,35218907440704
1043813675584,35217483162624
1042138805904,35217364474084
1042077555684,35217245785744
1044488088004,35215821541264
1000024000144,35215940227204
999884003364,35216058913344
1042771830244,35216177599684
1042771830244,35216296286224
1000264017424,35216414972964
999524056644,35216533659904
1042016307264,35216652347044
999524056644,35216771034384
999524056644,35216889721924
999664028224,35217008409664
1042077555684,35217127097604
736819657924,35220094361104
999524056644,35220213054244
1042547186704,35220331747584
1000004000004,35220450441124
1000004000004,35220569134864
999524056644,35220687828804
1000004000004,35219975668164
736819657924,35219856975424
736819657924,35219738282884
1042608450724,35219026131844
1044488088004,35219144823184
1042342986304,35219263514724
1042342986304,35219382206464
1042342986304,35219500898404
999524056644,35219619590544
1042342986304,35222468261904
1041995891524,35222586959044
999924001444,35222705656384
999924001444,35222824353924
1000404040804,35222943051664
999884003364,35223061749604
1000404040804,35223180447744
1000404040804,35223299146084
1000404040804,35223417844624
999524056644,35223536543364
999524056644,35223655242304
1000024000144,35222349564964
1000024000144,35222230868224
1000024000144,35222112171684
999884003364,35220806522944
999884003364,35220925217284
999584043264,35221043911824
999444077284,35221162606564
1000384036864,35221281301504
999924001444,35221399996644
1000244014884,35221518691984
999924001444,35221637387524
736819657924,35221756083264
999924001444,35221874779204
1000024000144,35221993475344
999484066564,35226147966244
999884003364,35226029263104
1042016307264,35225910560164
1042057139344,35225791857424
1041995891524,35225673154884
999924001444,35226266669584
999924001444,35226385373124
999924001444,35226504076864
999924001444,35226622780804
999924001444,35226741484944
999924001444,35226860189284
999924001444,35226978893824
1042077555684,35227097598564
999924001444,35225554452544
999924001444,35225435750404
1041975475984,35225317048464
1043200762384,35223773941444
1042526765764,35223892640784
1044488088004,35224011340324
999924001444,35224130040064
1043425476324,35224248740004
1000024000144,35224367440144
1043813675584,35224486140484
1043813675584,35224604841024
1042771830244,35224723541764
1042077555684,35224842242704
1042771830244,35224960943844
1042771830244,35225079645184
1042771830244,35225198346724
1043813675584,35228284656964
1043813675584,35228403363904
1000244014884,35228522071044
1000244014884,35228640778384
997026214144,35228759485924
1042077555684,35228878193664
1042833100864,35228165950224
188661659904,35228047243684
188661659904,35227928537344
999464071824,35227216303504
1000384036864,35227335008644
1043813675584,35227453713984
999664028224,35227572419524
999464071824,35227691125264
1043813675584,35227809831204
553925924644,35230065282064
553925924644,35230183992004
1000224012544,35230302702144
1000224012544,35230421412484
999464071824,35230540123024
1042077555684,35230658833764
1042608450724,35230777544704
1044488088004,35229946572324
1044488088004,35229827862784
999884003364,35228996901604
1042771830244,35229115609744
1042771830244,35229234318084
188661659904,35229353026624
188661659904,35229471735364
999524056644,35229590444304
188661659904,35229709153444
1044651614724,35231964665104
999924001444,35232083378244
188661659904,35232202091584
188661659904,35232320805124
1042404244324,35232439518864
1000264017424,35232558232804
1000244014884,35231845952164
999924001444,35231727239424
1042159223044,35231608526884
1044876484864,35230896255844
1000264017424,35231014967184
1044876484864,35231133678724
1044876484864,35231252390464
1044876484864,35231371102404
1000444049284,35231489814544
999924001444,35236119744004
999924001444,35236001024064
999924001444,35235882304324
999924001444,35235763584784
999924001444,35235644865444
999924001444,35235526146304
999924001444,35235407427364
999924001444,35235288708624
999924001444,35236238464144
999924001444,35236357184484
999924001444,35236475905024
1042302148624,35237425676544
554253448324,35237306954404
1042302148624,35237188232464
554253448324,35237069510724
999884003364,35236950789184
1042057139344,35236832067844
999464071824,35236713346704
999624035344,35236594625764
999924001444,35235169990084
999924001444,35235051271744
999924001444,35234932553604
1000024000144,35233507951524
999664028224,35233389235984
1042097972224,35233270520644
1042016307264,35233151805504
1042097972224,35233033090564
1042097972224,35232914375824
1042097972224,35232795661284
1043834109124,35232676946944
999584043264,35233626667264
999584043264,35233745383204
1042159223044,35233864099344
999924001444,35234813835664
999924001444,35234695117924
999924001444,35234576400384
999924001444,35234457683044
999924001444,35234338965904
1042159223044,35234220248964
999924001444,35234101532224
1042159223044,35233982815684
999484066564,35238612908944
999764013924,35238731633284
1000404040804,35238850357824
1000244014884,35238969082564
1000244014884,35239087807504
1042077555684,35239206532644
1000264017424,35239325257984
999764013924,35238494184804
1042016307264,35238375460864
1043466336004,35237544398884
1042771830244,35237663121424
736819657924,35237781844164
736819657924,35237900567104
999664028224,35238019290244
1041893815824,35238138013584
1041893815824,35238256737124
999484066564,35241106162084
736819657924,35241224890624
999924001444,35241343619364
736819657924,35241462348304
999924001444,35241581077444
999924001444,35241699806784
999624035344,35241818536324
999924001444,35241937266064
999764013924,35242055996004
999764013924,35242174726144
1042506345024,35242293456484
1000404040804,35240987433744
999484066564,35240868705604
1042506345024,35240749977664
208860304,35239443983524
208860304,35239562709264
208860304,35239681435204
1042342986304,35239800161344
1042342986304,35239918887684
999524056644,35240037614224
1041893815824,35240156340964
999924001444,35240275067904
999924001444,35240393795044
1042118388964,35240512522384
1042118388964,35240631249924
188661659904,35243480770884
188661659904,35243599503424
999524056644,35243718236164
1044549409024,35243836969104
1044549409024,35243955702244
999764013924,35244074435584
999884003364,35244193169124
1000264017424,35243362038544
999524056644,35243243306404
1000244014884,35242412187024
1000384036864,35242530917764
1042138805904,35242649648704
1000184008464,35242768379844
1000384036864,35242887111184
999984000064,35243005842724
1042159223044,35243124574464
553925924644,35247042834084
999464071824,35246924095744
1043731943424,35246805357604
1043650214464,35246686619664
1042016307264,35246567881924
1044937817284,35246449144384
1042016307264,35247161572624
814094761984,35247280311364
999884003364,35247399050304
1042118388964,35247517789444
1000404040804,35247636528784
1042118388964,35247755268324
736819657924,35247874008064
736819657924,35247992748004
736819657924,35248111488144
1042118388964,35246330407044
1042118388964,35246211669904
1000024000144,35246092932964
1044937817284,35244311902864
999924001444,35244430636804
999924001444,35244549370944
999924001444,35244668105284
999924001444,35244786839824
1000384036864,35244905574564
1042771830244,35245024309504
999664028224,35245143044644
1000024000144,35245261779984
1042771830244,35245974196224
1000024000144,35245855459684
1000024000144,35245736723344
1044488088004,35245617987204
1000024000144,35245499251264
1042771830244,35245380515524
736819657924,35249536385424
1042016307264,35249655128164
999524056644,35249773871104
1041995891524,35249892614244
999664028224,35250011357584
1000404040804,35250130101124
1000404040804,35250248844864
1043425476324,35250367588804
736819657924,35249417642884
736819657924,35249298900544
736819657924,35249180158404
1000284020164,35248230228484
999764013924,35248348969024
1043384617444,35248467709764
999924001444,35248586450704
999924001444,35248705191844
188661659904,35248823933184
1000264017424,35248942674724
553925924644,35249061416464
1043813675584,35251792531684
1000484058564,35251911278224
1043813675584,35252030024964
813481332624,35252148771904
1042057139344,35252267519044
1042057139344,35252386266384
1000384036864,35252505013924
1044488088004,35252623761664
1042057139344,35252742509604
1000264017424,35251673785344
1041995891524,35251555039204
1043425476324,35250486332944
1043425476324,35250605077284
1000384036864,35250723821824
1000244014884,35250842566564
1000424044944,35250961311504
1041995891524,35251080056644
1041995891524,35251198801984
999584043264,35251317547524
1000364033124,35251436293264
999464071824,35255473767424
1042342986304,35255355014884
1042342986304,35255236262544
999524056644,35255117510404
999524056644,35254998758464
1042097972224,35254880006724
736819657924,35255592520164
1042342986304,35255711273104
999524056644,35255830026244
1000264017424,35255948779584
1000244014884,35256067533124
188661659904,35256186286864
1000244014884,35256305040804
188661659904,35256423794944
1042342986304,35254761255184
1042342986304,35254642503844
997026214144,35254523752704
1042077555684,35252861257744
1042077555684,35252980006084
1043834109124,35253098754624
999764013924,35253217503364
1042608450724,35253336252304
1041995891524,35253455001444
999764013924,35253573750784
999764013924,35253692500324
999584043264,35254405001764
999764013924,35254286251024
1043425476324,35254167500484
1043425476324,35254048750144
1043425476324,35253930000004
1042608450724,35253811250064
999764013924,35257967616964
1042342986304,35258086373904
208860304,35258205131044
1042342986304,35258323888384
1043650214464,35258442645924
1044488088004,35258561403664
1044488088004,35258680161604
1000484058564,35258798919744
1000244014884,35258917678084
999764013924,35257848860224
999764013924,35257730103684
999764013924,35257611347344
1042077555684,35256542549284
997026214144,35256661303824
1042526765764,35256780058564
999884003364,35256898813504
999584043264,35257017568644
999584043264,35257136323984
1000184008464,35257255079524
1042342986304,35257373835264
999764013924,35257492591204
999764013924,35260461554704
999764013924,35260580315844
999764013924,35260699077184
999764013924,35260817838724
999764013924,35260936600464
1042159223044,35261055362404
1042077555684,35261174124544
1000184008464,35261292886884
4165669764,35261411649424
999924001444,35260342793764
999764013924,35260224033024
736819657924,35260105272484
1043425476324,35259036436624
1000024000144,35259155195364
1043425476324,35259273954304
1042404244324,35259392713444
1042404244324,35259511472784
1042342986304,35259630232324
188661659904,35259748992064
999764013924,35259867752004
736819657924,35259986512144
1000444049284,35262599285824
1000444049284,35262718050564
1042771830244,35262836815504
1000444049284,35262955580644
1042771830244,35263074345984
1000444049284,35263193111524
1043650214464,35263311877264
1000444049284,35262480521284
1000444049284,35262361756944
999884003364,35261530412164
1042077555684,35261649175104
1000384036864,35261767938244
997026214144,35261886701584
1042771830244,35262005465124
1044590290704,35262124228864
1042771830244,35262242992804
999924001444,35264618313604
999924001444,35264737081744
999924001444,35264855850084
1000024000144,35264974618624
1000284020164,35265093387364
1000284020164,35265212156304
1042016307264,35265330925444
1044488088004,35264499545664
999924001444,35264380777924
999924001444,35264262010384
999764013924,35263430643204
999924001444,35263549409344
999924001444,35263668175684
999924001444,35263786942224
999924001444,35263905708964
999924001444,35264024475904
999924001444,35264143243044
1044488088004,35266874942464
999764013924,35266756170724
999924001444,35266637399184
1000324026244,35266518627844
1000324026244,35266399856704
1042016307264,35266281085764
1000284020164,35266162315024
1044488088004,35266043544484
1044488088004,35265924774144
1043425476324,35265806004004
999764013924,35265687234064
999484066564,35265568464324
999584043264,35265449694784
1042710561424,35267825123584
1043731943424,35267943897124
1042281730084,35268062670864
1042710561424,35268181444804
1044222384384,35268300218944
999524056644,35267706350244
999524056644,35267587577104
1044222384384,35267468804164
1000384036864,35267350031424
736819657924,35267231258884
1000224012544,35267112486544
999624035344,35266993714404
1042097972224,35269369195204
999524056644,35269487971344
999764013924,35269606747684
1000384036864,35269725524224
1000024000144,35269844300964
1042342986304,35269250419264
1042342986304,35269131643524
1042342986304,35269012867984
1044488088004,35268894092644
736819657924,35268775317504
1000024000144,35268656542564
999764013924,35268537767824
1041893815824,35268418993284
1042342986304,35269963077904
