1042547186704,35203360630564
1044447208324,35205140625664
999924001444,35205259293604
1041975475984,35205377961744
1044447208324,35205496630084
1043813675584,35205615298624
1043813675584,35205733967364
999484066564,35205852636304
1042342986304,35205971305444
1042342986304,35206089974784
999524056644,35206208644324
999524056644,35206327314064
1000284020164,35205021957924
1043057775204,35204903290384
1042342986304,35204784623044
1042547186704,35203479295504
1042547186704,35203597960644
1042547186704,35203716625984
1042547186704,35203835291524
1042547186704,35203953957264
1042547186704,35204072623204
1042547186704,35204191289344
1042547186704,35204309955684
1042342986304,35204428622224
1042342986304,35204547288964
1042342986304,35204665955904
736819657924,35207395350724
553925924644,35207514022464
1000284020164,35207632694404
999524056644,35207751366544
999524056644,35207870038884
736819657924,35207276679184
1042342986304,35207158007844
1043813675584,35207039336704
999524056644,35206445984004
999524056644,35206564654144
999524056644,35206683324484
999524056644,35206801995024
1044447208324,35206920665764
999524056644,35209650147984
999524056644,35209768823524
1044774268164,35209887499264
1000444049284,35210006175204
996906396304,35210124851344
996906396304,35210243527684
1042608450724,35210362204224
1042608450724,35210480880964
1042608450724,35210599557904
1042710561424,35210718235044
1041975475984,35210836912384
1000364033124,35209531472644
1000364033124,35209412797504
1000364033124,35209294122564
999584043264,35207988711424
1041893815824,35208107384164
1041893815824,35208226057104
1041893815824,35208344730244
1041893815824,35208463403584
1000024000144,35208582077124
1000024000144,35208700750864
1000364033124,35208819424804
1000364033124,35208938098944
1000364033124,35209056773284
1000364033124,35209175447824
1043507196484,35212261056064
1043507196484,35212379736004
999924001444,35212498416144
999924001444,35212617096484
999924001444,35212735777024
999924001444,35212854457764
999924001444,35212973138704
999764013924,35213091819844
4165669764,35213210501184
1043507196484,35212142376324
1043507196484,35212023696784
1000284020164,35210955589924
999764013924,35211074267664
188661659904,35211192945604
188661659904,35211311623744
1043834109124,35211430302084
1043834109124,35211548980624
1043507196484,35211667659364
1043507196484,35211786338304
1043507196484,35211905017444
1042342986304,35214753376804
1043813675584,35214872060944
736819657924,35214990745284
736819657924,35215109429824
1042077555684,35215228114564
